"search-number","evaluation","direct_ad_type*","direct_ad_frequency*","train_chiefs_frequency*","direct_ad_nr_of_villages*","percentage_of_villagers_addressed*","train_chiefs_nr*","run_until_day_x*","nr_default_friends_inter_village*","avg_intra_village_interaction_frequency*","avg_inter_village_interaction_frequency*","avg_chief_farmer_meeting_frequency*","percentage_negative_WoM*","base_adoption_probability*","avg_inter_mention_percentage*","avg_intra_mention_percentage*","max_budget*","fixed_costs_direct_ad*","fixed_costs_train_chiefs*","variable_costs_direct_ad*","variable_costs_discount*","variable_costs_delayed*","variable_costs_delayed_discount*","variable_costs_train_chiefs*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"1","400","""Direct Ad + Deferred Payment""","180","60","90","50","90","360","5","4","5","30","10","1","1","2","100000","6000","5000","400","500","700","800","400","10","399.6","10","393.5"
